"Gene","C1F","C1M","C2F","C2M","C3F","T1F","T1M","T2F","T2M","T3F"
"ENSMUSG00000000134",1505.06876534929,1304.28632442751,1331.21360878485,1253.02980377261,1405.01903070957,1249.22872043817,1322.74818263862,1063.20869516901,1255.69126932142,1529.12100750936
"ENSMUSG00000000142",1437.53525827271,916.78142669864,1373.5366653961,1060.03233614918,1069.26951544318,1303.31651413932,919.072757879605,1203.90665621223,1091.07738734909,1102.21696480357
"ENSMUSG00000000148",765.369063189397,673.56063916021,650.878066869872,515.590196178408,622.627560571072,594.833872213493,672.56302291661,548.203939868875,565.408657896244,606.260423269862
"ENSMUSG00000000149",5349.06375165083,4241.92846196467,4295.62482553437,4646.1028279473,4268.60588485778,4674.29155698376,4683.83387268142,3892.80912200729,4363.67498983772,4775.21358894947
"ENSMUSG00000000154",110.428088032916,55.5809552475941,68.0564202339416,66.0971398491944,51.1631066838695,92.4342083716496,60.3528201707774,55.1796105436999,72.5469648714802,74.53955592593
"ENSMUSG00000000167",130.989796823125,199.348712457845,155.916764456781,96.300086087144,212.508884810875,90.3701350974456,188.522504725634,159.375105051987,105.780699629302,208.234565398952
"ENSMUSG00000000168",1613.92236127381,1811.87822796307,1692.69836760168,2444.22056057603,1648.09460243837,2016.94078170815,1783.61822994185,1825.72040030993,2159.15407395247,1571.09621982063
"ENSMUSG00000000171",2495.6830714692,1839.93415786887,1992.70670341475,2356.7874988229,1861.88444856683,1964.48566523869,1889.04780850814,1966.00686022693,2041.82439130001,1910.16183358893
"ENSMUSG00000000184",45385.2448636438,30282.35896413,37102.175026196,45914.3947568555,28311.1499346891,51552.1243975434,36547.5091680131,43044.8725633955,46400.9995578216,29230.1065748715
"ENSMUSG00000000194",2370.36472155181,3028.27819115299,2810.25634911336,2853.12525396015,2581.03759183053,2964.03968758249,2586.21453616342,2533.69143483256,2787.54161329922,2361.87409497135
"ENSMUSG00000000197",332.71071312018,841.154183934739,625.458596444546,489.023966332598,699.931360189498,588.514307121855,788.395619534336,664.700143065362,493.429765721053,511.589803748002
"ENSMUSG00000000202",110.63624444275,174.984057455987,196.033733721448,94.342441135459,171.192331197633,68.8837678034155,194.62944598143,138.65824468598,105.848544405604,225.754545110515
"ENSMUSG00000000223",190.774268628734,501.621577004674,272.930109481602,160.745509347683,426.332431073725,278.513694154748,426.447190613655,298.095038062941,192.666280850502,367.191395417215
"ENSMUSG00000000244",6.63377892666326,8.45560553471435,4.80236777330162,6.16011650034119,5.28318239976392,7.33553931706347,3.42360176086628,6.64971934356278,5.1697182780636,3.12522146236937
"ENSMUSG00000000247",2954.63939137796,2869.58401006226,2948.4228795519,3064.21570363307,3196.07330127571,2350.7165469916,2888.1415969342,2733.18236239923,3005.07359485374,3455.27680312998
"ENSMUSG00000000248",6.36461780005922,23.8567673816576,20.3927784729671,14.8759547589354,6.29642564902782,4.54072212719217,28.1510105511114,9.7092810151234,6.99660322363563,8.38554610209448
"ENSMUSG00000000253",764.066150542621,1266.18113419701,890.46230212134,766.704234865343,1080.56593194172,577.555783283216,1177.90321038161,844.763938782787,785.911689446826,1151.66725867161
"ENSMUSG00000000266",577.339380681694,1379.24682268859,1091.55584155284,1017.87448105191,893.967186701135,975.897399286166,1391.9823756957,1207.05977925595,1009.32332554591,800.475017945729
"ENSMUSG00000000275",1345.35762460137,1291.0345160654,1184.91410549878,1089.50101830817,1218.38473200976,1495.2037496106,1557.03451722451,1321.60598278045,1311.7681707737,1153.62677852205
"ENSMUSG00000000276",234.083533020888,369.690531028407,336.551566283418,293.352213962999,322.192798015016,393.114980348093,334.849463292161,364.805463022629,324.406252559112,304.702578892815
"ENSMUSG00000000278",8708.48129243096,11252.7004955961,6626.63027208253,7290.4428584034,6544.6848856973,8147.47393184421,9715.13933799993,6254.45601400182,7467.11529584033,6874.52177525144
"ENSMUSG00000000282",671.09728502235,632.03200583188,607.483070195833,506.921827645464,650.593228752973,639.911086537554,656.184206791506,627.672622477615,522.903170790769,629.368983252812
"ENSMUSG00000000290",1144.48827439815,345.980737144713,445.140973058175,829.605785166669,343.265587569076,1061.09457490163,434.876619645013,458.03346750208,867.157924529588,448.881686197025
"ENSMUSG00000000295",359.333848530152,225.698307403332,241.610565340445,330.251254010607,210.617327004641,278.854520984924,244.648341558805,209.647933446821,268.970207258058,231.605023950114
"ENSMUSG00000000296",247.164595584086,109.509214000216,185.315554122964,194.965619333241,136.051169306533,256.801289755268,114.564924217695,147.120043813356,183.101429295074,135.053823640071
"ENSMUSG00000000301",77.7833486680141,38.9881101980598,59.0439678791399,65.689493246811,44.2313107021133,45.0015006962222,48.0648894649191,42.8880066645663,62.9357248772067,54.7319152195224
"ENSMUSG00000000303",1.52600812740218,8.5412695516481,3.50270119955711,4.24473458939068,5.92622686082317,5.47492747093499,11.8983578122564,17.0225077282271,15.9705036494406,15.0765167878063
"ENSMUSG00000000305",847.066937191573,1697.44410031722,1689.25760766225,1463.76283249837,1362.84145812571,1057.55231993373,1702.76884402121,1851.79832796225,1633.50286175821,1707.34080656133
"ENSMUSG00000000308",213.556864082329,290.473371956979,335.890847840352,156.658439426343,288.244868444173,162.925896207762,253.519495874191,335.196693564274,204.801584485595,313.585333014552
"ENSMUSG00000000317",9.84090126052366,12.1634834480867,12.9279274346311,15.7515260870711,20.0027101143164,7.88187683680227,13.5261910946887,15.9049995072027,47.7693727239365,17.9065195485089
"ENSMUSG00000000320",39.5011844074908,45.7211212430937,68.2338624092703,77.8103945627801,53.9287102391603,36.5809598882798,53.6764980930008,67.037928423102,60.2701145714,59.4634174350892
"ENSMUSG00000000326",2767.08780103741,2189.72758389397,2447.92546400718,2494.45815657231,2232.82709691847,2026.39148821033,2123.97236817531,2198.87635887461,2369.07527944947,2374.23447724832
"ENSMUSG00000000339",1233.49858124658,922.31676531773,966.510335871942,1147.28831994606,1087.47577319851,992.4771760032,936.970304651369,1030.89192146526,1149.13392129328,1139.84293767872
"ENSMUSG00000000340",492.478401064069,719.954847093246,570.286775689256,706.867863508463,644.141821400801,533.142650816885,725.625843959068,863.063411576173,650.057200859144,686.975410353436
"ENSMUSG00000000346",5036.63603558385,5145.08203357217,4450.14484658474,3800.27943469855,4880.58047120985,4312.16615557663,4786.78899009804,4312.25596259042,3631.69111810727,4869.87297486101
"ENSMUSG00000000355",672.744349516505,481.321121181705,510.84244820167,583.353242322209,516.834685492334,619.118157611144,462.294122835999,571.230273248914,472.890712566933,420.292624840903
"ENSMUSG00000000359",7.92718247756318,2.50102320077995,13.3693227000204,3.33861459010414,2.38968635508764,9.54376778293465,3.93717946862464,6.29817348907175,3.95223970111276,2.29327904041119
"ENSMUSG00000000365",24.2682031516513,7.31732438744216,9.52524001285651,35.4910335920963,10.2864355201357,11.8676174853444,5.81672663503313,14.2188211643092,15.543819300497,31.895210109944
"ENSMUSG00000000374",1425.69616430663,2209.53358096539,2089.88266333142,1605.14648559107,2047.60336315272,1855.46041455353,2232.68526691328,1939.61133517562,1691.53068816515,1886.54527316842
"ENSMUSG00000000378",1435.56567927539,1117.84292701307,1135.15069948998,1332.01148047628,1352.78824298087,1112.33474907303,1253.79923822058,1053.88448205065,1163.99305430059,1467.06503258024
"ENSMUSG00000000384",559.994991347582,476.510903596922,609.061217797449,723.380108495772,614.871847935504,568.197148775086,537.364100008926,647.396564177696,604.713075471496,573.467422182984
"ENSMUSG00000000385",0,2.49579220387531,12.1704774361816,2.007143278934,9.63950280661692,3.47890561091025,5.2138871686341,8.10676670752258,7.84002805524454,7.45108765937853
"ENSMUSG00000000386",22.2080302195709,12.3080290504409,14.9479205929335,37.6928975815336,13.9709205856698,29.3491404675166,17.6612611184145,12.2159870815525,19.3769893415089,20.064487313667
"ENSMUSG00000000399",3344.81244855917,2759.93017285691,2799.6503366632,2779.75422325051,2718.47809737941,2496.17314885557,2785.88734700942,2669.72147869922,2741.22786307891,3132.62754922045
"ENSMUSG00000000409",7.15260748377016,24.6835900211006,5.52803219058599,15.1620391368047,25.0807250761837,10.7532272194487,20.5447547687217,1.6646665271078,9.67262109221527,21.11127554511
"ENSMUSG00000000416",300.685971719836,537.200976176477,547.812171457119,424.251145693134,580.421910569695,361.511407256676,508.311649276353,559.66915972392,489.874058414901,516.037178815559
"ENSMUSG00000000420",2621.20627329497,3026.37938536422,2964.73328136664,3819.37847262296,2803.58890396906,3293.08502242971,3125.1040454924,3098.51591139671,3546.37150934736,2672.98107650258
"ENSMUSG00000000439",604.114475092392,644.165282482984,551.752431573693,545.922603125129,636.07338963971,529.299300426405,575.309674035553,869.974023042975,559.691687479833,637.547779390344
"ENSMUSG00000000440",113.06436225718,38.8563120347996,64.9898878139228,210.428281119548,48.6480581718271,94.0468811769547,67.0638374679593,77.5697679383251,166.485836390093,53.6305359984084
"ENSMUSG00000000441",1647.61862878087,1679.41061755134,1506.14962845444,1665.22518303811,1842.80929832107,1535.24960802033,1659.11155558368,1598.10624251734,1727.1615721346,1669.76117226936
"ENSMUSG00000000486",110.422950117738,55.7645083505455,81.0414660502018,73.936617799528,121.712712025188,56.7084384311675,35.8932149992267,68.2715680261814,53.3604556404132,67.7931630725947
"ENSMUSG00000000489",1030.01261637005,1348.74394952853,1012.95558212837,892.941888510593,978.859985518765,924.777365203045,1585.36641116785,912.452681537037,1055.2342605902,1247.25011062327
"ENSMUSG00000000530",183.770244493492,117.220971778652,199.174240915404,277.952895359168,144.95390096468,231.386749565062,146.897404203062,166.990939433206,243.590162522021,131.191290950388
"ENSMUSG00000000531",138.936016392541,25.3415057011061,33.5666312404651,80.0906291570559,44.3030950833188,86.9136214429748,36.1936420729509,53.7608425985066,78.2018205583026,43.6558950471337
"ENSMUSG00000000532",445.583937316361,615.805708125983,569.376582738742,482.344416962376,603.126285156847,528.388432865282,617.500915451046,578.850811099371,543.441933825744,583.401942558449
"ENSMUSG00000000538",3366.91625657315,3390.40178447034,3376.37782161948,2712.02211802298,3326.51348534445,3514.56871478779,3498.88716918328,3528.8410474562,2893.1253921406,3255.640305944
"ENSMUSG00000000552",2867.11988172554,2042.96403931512,2338.75300595315,2101.04360798584,2329.17235343819,2075.87576206004,2230.80631640544,2123.4806899348,2161.47703318673,2849.05823150362
"ENSMUSG00000000555",2050.95296882273,1094.84663963197,1533.00271791781,2666.08284781757,1412.91615652405,2487.25951311365,1380.69855865752,1628.87046138582,2855.77630086118,1316.01116902219
"ENSMUSG00000000560",519.403410867464,464.064680799584,691.257903696198,352.452432900774,489.63797155797,544.387128205092,399.446241451873,617.000261593244,394.309594083943,377.838951075607
"ENSMUSG00000000561",1049.69195125531,1041.36595508864,1126.97268474027,1226.85349562517,1193.1357444467,1236.56523600165,972.842425532473,1142.60248317594,1137.95226541327,1025.11421615654
"ENSMUSG00000000562",11.2856350603704,10.0560483484889,8.19741658860521,13.4604820165603,9.50215082345959,15.0007225481446,7.78113932335942,11.9185053204385,14.5732856395807,12.8882797905431
"ENSMUSG00000000563",6678.43215701611,4634.35843268452,5115.41508453477,5959.69026955736,4947.33899735456,4816.34195087043,4891.3669463592,5284.28630073079,5353.22628787884,5077.52337961931
"ENSMUSG00000000567",4070.78704024503,4087.78655830677,3243.77837820938,1915.3898296436,4123.86907267928,2770.71137338296,4168.46474831011,3143.77676076266,2445.01886610552,4284.80960668778
"ENSMUSG00000000568",2388.98952767723,3167.33323940792,2827.46274644166,3092.00723432834,3172.87228803513,2223.1543157105,2961.93407078765,3153.70503532641,3133.6438254724,2828.11721363877
"ENSMUSG00000000579",130.797624254481,224.691265438922,168.781457756649,150.801412899855,181.644120289752,158.515564040839,155.33268952966,231.749930970016,146.558956373819,143.673690051963
"ENSMUSG00000000581",873.425507667708,899.20958010517,1086.67210441225,1214.16087593783,1064.07023408288,997.044555620377,1053.41941717737,1200.33415165161,1047.4502713879,913.207679159186
"ENSMUSG00000000594",4444.32553145306,3539.20469648626,3034.05160269536,2862.13949495074,3812.83127565543,3290.26155465141,3599.82763824144,2859.13119432679,3231.98643772012,4166.57484469806
"ENSMUSG00000000600",970.570805415051,1632.04015082508,1418.81263752047,1271.0391998122,1497.57208134334,1545.56446818865,1467.41816412889,1809.26430562548,1320.19958193389,1280.7553034057
"ENSMUSG00000000605",1863.35031777165,1765.24288106934,1677.71889551978,1414.33370288412,1631.21043842505,1946.66546749534,1778.71007801504,1813.08350630087,1482.39753051378,1760.27247737066
"ENSMUSG00000000627",60.8583965174423,48.4724130180943,74.0927666455857,52.5515522901424,42.4048860205007,51.8620711399516,36.2509177763295,70.796982626428,101.868044805483,48.8941957369701
"ENSMUSG00000000628",2398.67738615928,1661.88891364036,1808.36610280086,2374.66521139825,1647.65266716458,1759.28261285542,1668.77765926862,1895.18492984667,2546.26995505155,1349.57882198555
"ENSMUSG00000000631",4237.60976084157,5732.07661763785,5375.53551587854,4393.2577826971,5173.19648918005,4120.63423613145,5589.41574980363,5988.65314412797,4496.23196782768,4908.30235899105
"ENSMUSG00000000632",1916.82932345507,2170.52830771096,1776.06766414959,1081.29323351329,1852.12722405023,1514.95307853039,2197.74123000319,1577.84421101726,1415.0706167334,2379.33775831241
"ENSMUSG00000000682",508.163298493342,103.090305055161,107.464673116634,223.060703235985,78.6333192053372,317.856727022937,105.807931421163,108.401545005863,234.798522288767,127.9232747359
"ENSMUSG00000000686",36.6148915049163,60.8698037834346,37.3977923137786,44.7078482525356,34.3814204543688,50.5318899045274,44.3339648510307,42.6858985727257,48.5406645182965,48.7371058758204
"ENSMUSG00000000693",1580.03174455012,1062.2512100542,1201.07756513278,1966.39251033933,1406.45641637816,1500.98519702018,944.569896915409,1235.96916803314,2151.09156691053,1126.49945976454
"ENSMUSG00000000706",11.8498757187847,17.5078829790096,12.9252297033439,29.7910439120265,17.4168265387424,7.2892127297386,15.990248277389,26.2593376137262,27.2081988543208,13.9434036337341
"ENSMUSG00000000708",954.278992357675,1784.87489585257,1378.45170575397,1229.74417342408,1435.606459537,1116.62167957858,1591.93715717925,1421.19653922591,1261.53124593433,1361.96447835765
"ENSMUSG00000000711",2831.99938360211,2658.68189885455,2502.48873281167,2525.26745033851,2436.27767810755,3118.07112569137,2710.5684080262,2653.25318991606,2431.36947052707,2590.54336299443
"ENSMUSG00000000732",83.3189640094348,88.6047228549742,82.0199668220222,63.4377147638588,100.591192172566,91.0226124442394,78.6801826328772,84.9765382430167,55.2067580177797,92.2431943592213
"ENSMUSG00000000738",1883.6010461781,1616.68644454647,1649.67640124759,1950.18225713419,1704.11589552165,1836.2639859212,1523.13133679181,1576.26266761454,2058.69032143304,1579.47153752603
"ENSMUSG00000000739",6.08362297034137,11.4116300937727,19.6538562902803,9.80501640773528,24.0192935872957,10.0068623639801,8.38843204757785,16.0435368396945,14.8080357003428,22.7636965663849
"ENSMUSG00000000740",14711.8745002607,6555.1699175791,8097.95903606454,10213.0572971305,7827.68101546951,9569.19484969154,6399.77851021706,7193.27965927606,8402.6605857811,8306.9873307775
"ENSMUSG00000000743",3767.34387988892,2857.13872068359,2804.77559704683,3138.17763554438,3056.97264779945,3050.50702760483,2914.53460670029,2503.17283136774,2757.17130480773,3376.16888751264
"ENSMUSG00000000751",3288.18260644664,4551.13182136041,4804.17698057846,5249.35797359552,4444.27351869818,5119.51534254672,4220.41834958453,4716.28061878907,4802.27701885542,4058.03827699955
"ENSMUSG00000000753",7862.11818984804,1796.6729743053,2628.69815519409,3447.34512054041,4802.19695169293,7039.40707624887,1744.27682680036,3194.52060339862,3958.48865813961,4372.54493073503
"ENSMUSG00000000759",865.010128561246,1023.92578390238,938.702275396158,758.81963272161,953.985583006246,877.613714332181,989.330415312432,930.100122657746,851.936315925797,1070.38528328899
"ENSMUSG00000000776",657.998966703825,399.818392777717,460.889646131714,402.879494296268,319.109400957076,604.211735764867,373.792527707657,669.866521974444,468.593976999985,618.502859476602
"ENSMUSG00000000782",1052.53251088226,1348.37083867333,1389.19501052478,916.656210493254,1433.79457036027,1139.30310832305,1304.25972642386,1215.42451781467,1020.16307006195,1455.55957776519
"ENSMUSG00000000787",5582.195120918,8888.43396890637,6533.39755332594,7384.93882242615,7168.85694736373,8612.51567602904,8740.09922663685,7359.22715305326,6955.14440970409,6070.87825373131
"ENSMUSG00000000792",35.7781013089005,55.3104251907451,60.2315961144668,43.0498170617758,78.8877950221553,43.423927765404,65.2422000406459,73.1137271086963,54.1947124107605,104.493040520807
"ENSMUSG00000000794",111.054504062035,611.017519428037,261.72855462699,148.24970107387,264.940135621449,236.548069137811,499.926303627342,318.248762217423,236.423678664128,230.162401821682
"ENSMUSG00000000804",745.814094971454,1730.18407766461,1602.69657531905,1738.45087843163,1464.03162489327,1626.89909226246,1748.46946532375,1825.45876347861,1773.48980568392,1276.07581498507
"ENSMUSG00000000811",249.320772269608,179.081289660006,215.633921029747,201.767653622287,208.400310325468,220.799655629898,201.463568814766,200.475061646173,184.880566364194,212.166504408358
"ENSMUSG00000000823",688.821076983572,928.741574572501,1054.94629632304,735.215409768499,898.385978153899,905.932060979406,830.106509980673,975.906901619375,881.308963187685,593.730556347667
"ENSMUSG00000000826",3007.24033737828,3864.35292073393,3766.01220269454,4217.42999895867,3510.05648538776,4094.84502300331,3882.10052084209,3492.21163213962,3769.42496075005,3299.15940630228
"ENSMUSG00000000827",2190.50558095325,2130.99185393003,2168.26690282906,2089.18092686774,2359.34580920286,2185.02528856998,2132.17194182531,2519.49432849848,2086.73680099984,2397.33812130334
"ENSMUSG00000000838",582.759193779837,1103.14975647274,1030.97201148285,948.605156292291,994.061677554696,981.531901103093,1044.23888064004,1176.65676728816,1085.42177962496,810.796429841178
"ENSMUSG00000000861",25.1944941657832,39.8514086346233,55.6513435460946,70.1631952866015,56.6316033673852,29.2756365014749,38.5747796278094,41.971182438495,43.391073625174,52.235665208984
"ENSMUSG00000000869",10.1247366874969,10.9491923342364,7.97684787296822,9.71143057782901,18.5704588829543,6.96382805859063,13.9772196513018,4.55292932505267,7.53192504144218,9.84286250054235
"ENSMUSG00000000876",773.863838927472,555.744911843368,465.020281996403,489.901096491447,481.008608744642,533.537292372467,583.831887903461,596.290411850795,531.808109902127,583.818031940665
"ENSMUSG00000000881",566.837454627577,575.155661422692,671.413485580158,908.638205955254,592.091973670405,677.851505478101,570.469956438915,669.567936622452,939.430539345644,626.901291810954
"ENSMUSG00000000884",155.533435859303,151.647049420858,207.447211489043,147.87840098894,150.05365907347,150.359891915402,162.315497001515,190.762156304313,142.700100732199,157.998076614484
"ENSMUSG00000000901",539.17621780236,576.437787330159,491.241452656427,457.63064394717,529.301618941929,402.608517968124,581.026991175431,457.067319818444,532.022297273107,536.824869285573
"ENSMUSG00000000902",1888.03628887547,1515.48068788703,1468.70016636675,1327.83655337845,1753.93061617189,1412.72221705646,1635.15103617513,1442.15137797811,1426.65726005368,1880.2132486098
"ENSMUSG00000000915",757.610888330973,813.192803827176,818.65217520632,644.039514038919,761.02451968261,792.456835131655,881.747793207161,809.84473017923,773.693103704745,794.4499939706
"ENSMUSG00000000916",205.861416041939,153.224275057091,136.168583882677,174.666601798236,250.703734035707,175.495009330528,138.000642573404,290.176419807013,221.550574016445,235.31466189015
"ENSMUSG00000000934",278.509762336925,193.063852216353,163.756527504898,234.692891878471,196.450655882766,237.384723465734,221.108832560856,179.620977948254,235.403011852258,207.440590487463
"ENSMUSG00000000938",8.57735119342327,5.28524415430266,16.7010810469556,3.4913907970557,9.89861675963946,5.75543667606644,4.4384747722283,6.3336612477568,3.54503427238621,7.26667961661837
"ENSMUSG00000000942",12.2543820294846,9.98667131044634,18.1665643203942,2.25342066706675,8.82551337445071,8.96023109838017,4.96008860422937,9.96428437924364,4.79086052809315,8.00321879734858
"ENSMUSG00000000948",39.7429467067923,273.566931448824,211.154997834805,152.413289962616,153.290259204757,199.921467242258,158.499712595835,289.949122764001,135.953766856286,85.3994302757901
"ENSMUSG00000000957",6193.91964309432,6267.56091186337,6745.05737173239,6905.79970417215,5659.61214678137,6023.2038726061,6451.10137667803,6822.85627537318,7707.26263849774,5563.18433340255
"ENSMUSG00000000958",108.986325976161,97.2532904209152,63.5428258338327,102.306425267784,73.4965222436834,131.270031733112,55.4503266841249,54.9309361168681,138.317235556124,76.2314489763776
"ENSMUSG00000000959",1094.85960659343,1257.68834988197,1166.81733504274,999.468466652474,1269.58953824597,1008.7960550567,1164.81373687357,1070.63947191592,1053.84323161589,1286.00758713119
"ENSMUSG00000000976",625.327512463452,654.360113282086,653.243216690034,557.726123102447,584.628877330679,659.077399200704,652.108787064534,618.22673276452,571.440241269148,594.826093569357
"ENSMUSG00000000982",162.75331640638,63.5718253768749,130.243420830289,198.284344759463,74.823898512687,102.248687183978,43.665407399157,142.479585152947,169.44345359378,85.5827916068336
"ENSMUSG00000001016",1662.5442795959,1576.05779256842,1680.94123560453,1820.80713803459,1644.35494785905,1416.60354462587,1659.04846550117,1648.14595210202,1697.8493395607,1791.50384604036
"ENSMUSG00000001017",3268.13056217454,3301.87547357128,3078.55625941267,2658.02924213401,3398.58416807559,2967.10837750094,3273.1748434094,3038.9916989898,2763.03406104437,3323.02924591587
"ENSMUSG00000001018",2373.23840672659,1934.1666841378,1718.97550812829,1887.84200597453,1838.80773709351,2177.75459019721,1847.0923042952,1776.87799221037,1732.61505801759,1868.98931742643
"ENSMUSG00000001020",1445.03134125911,420.68166638011,812.259937248194,3775.79549738995,663.306931425467,1037.25608579178,483.500608666869,634.078430133851,2514.41683991755,770.732306949646
"ENSMUSG00000001021",47.2048920738261,42.3287341395739,42.0832032713192,89.8009921962192,47.3475935848458,54.4425142690138,33.3518455281593,40.7872188314252,78.0598088067911,68.333264393296
"ENSMUSG00000001025",21361.1297535018,4634.30083370858,7498.64705870304,15929.2326914319,6641.44638828332,14301.1857882743,5501.65854336552,7510.47737059221,12129.4329147576,7833.12162269211
"ENSMUSG00000001034",879.769727736723,678.605599767308,864.340226010202,801.747826932734,777.717748177676,762.952903493462,731.855787861403,703.031637261835,724.020270296711,815.848711089887
"ENSMUSG00000001036",1274.80507285382,1619.78280122372,1674.90114627132,1353.67643600545,1898.1544005804,1599.28613629444,1804.04562151565,1645.26757360578,1296.83679347705,1524.49796971091
"ENSMUSG00000001039",833.431723025799,706.154496205554,564.163212458016,505.19260221936,713.203708645883,490.725213337548,664.951246113468,574.123335464622,472.11589548827,946.484666163359
"ENSMUSG00000001052",1241.26236087037,1596.66798495919,1636.34973803264,2102.21999882329,1413.05176294665,1699.14423400201,1610.3161759816,1816.81161911861,1996.80357746577,1625.69177348506
"ENSMUSG00000001053",165.014586933601,254.558564451344,224.355214498236,139.152712217239,218.757407292204,148.351630006791,307.319862357881,201.117931796709,155.4023630784,307.441430866906
"ENSMUSG00000001054",1133.15852324831,820.525319397255,832.859592501237,856.328527850983,924.838574406105,905.346824196566,867.085364830294,797.548474082863,784.824064237626,1111.03182136169
"ENSMUSG00000001056",2078.74877370431,978.245410673815,1193.82310979225,1700.22850164652,1145.83521319254,1283.08099237625,1133.01771875391,1117.51720347835,1425.89288493438,1381.37875968687
"ENSMUSG00000001062",499.727736585354,473.902396026532,447.821230357557,299.535730550229,418.586729891726,474.383706475904,411.9767608872,365.965830598559,347.647260243019,478.536363896976
"ENSMUSG00000001065",364.128981115073,411.357560939099,475.493645862497,333.725453791063,478.12711961724,405.340650653515,321.855942418246,442.380194144838,357.085628621922,433.99970407282
"ENSMUSG00000001082",634.38926101094,456.592652196888,463.797655260947,479.763467505317,450.70693597126,426.896065008168,413.723336696282,541.901075222495,421.180737748299,482.178238010093
"ENSMUSG00000001089",1134.73427734269,1552.59918860146,1719.73549241169,1601.10154640726,1532.00329109154,1759.60734525046,1537.45519272854,1501.89073565725,1637.18936867257,1356.0620764583
"ENSMUSG00000001098",7463.44038309152,6116.1424847796,6253.65717611054,7507.67352355798,5208.91148804643,7539.98657364093,6445.33295487519,6228.78625890023,7318.96016454374,5868.44569993994
"ENSMUSG00000001100",2692.71007206564,2636.73703240948,2712.93241116096,2313.49729580354,2822.88643770407,2216.31475940625,2341.83086906318,2642.815270703,2087.52286375722,2954.23865007481
"ENSMUSG00000001105",1831.34473646806,1183.13203283656,1208.26820128558,1234.28673227345,1183.96150647888,1175.16520294217,1122.93356759358,1127.32287782323,1008.17152803683,1272.3636914254
"ENSMUSG00000001119",1471.57964126999,831.174962665777,889.23295575729,1144.21197936315,837.688632775331,1574.71503157248,868.406342668383,963.821472052861,1437.93539195223,888.310859844675
"ENSMUSG00000001120",870.87202626626,850.018369404483,1028.93669637869,944.133861930686,894.075877596927,720.884531087007,844.837396080434,1071.87940600937,1060.92636995505,1114.92868559444
"ENSMUSG00000001123",1286.08880818356,236.584835217131,414.40414207033,391.530764888111,336.00555384191,1017.04670176309,286.036498020593,335.865442850072,427.844952728799,373.581481175626
